"ME: rgb(241,71,58)"
"MB: rgb(255,100,255)"
"MBsen: rgb(254,122,255)"
"SCs: rgb(255,121,255)"
"SCop: rgb(253,122,255)"
"SCsg: rgb(255,120,255)"
"SCzo: rgb(255,122,253)"
"IC: rgb(255,122,255)"
"ICc: rgb(254,122,254)"
"ICd: rgb(254,121,255)"
"ICe: rgb(254,121,254)"
"NB: rgb(254,122,253)"
"SAG: rgb(255,122,254)"
"PBG: rgb(255,121,253)"
"MEV: rgb(255,121,254)"
"SCO: rgb(255,120,254)"
"MBmot: rgb(254,142,254)"
"SNr: rgb(255,141,253)"
"VTA: rgb(254,141,255)"
"PN: rgb(255,142,254)"
"RR: rgb(253,143,255)"
"MRN: rgb(255,143,253)"
"SCm: rgb(254,143,253)"
"SCdg: rgb(255,143,255)"
"SCdw: rgb(255,143,254)"
"SCiw: rgb(255,144,254)"
"SCig: rgb(255,144,255)"
"PAG: rgb(252,143,255)"
"PRC: rgb(254,144,254)"
"INC: rgb(255,144,253)"
"ND: rgb(253,143,253)"
"Su3: rgb(253,144,252)"
"PRT: rgb(253,142,253)"
"APN: rgb(254,142,255)"
"MPT: rgb(255,144,252)"
"NOT: rgb(255,143,252)"
"NPC: rgb(255,141,254)"
"OP: rgb(254,144,252)"
"PPT: rgb(252,143,254)"
"RPF: rgb(253,141,255)"
"CUN: rgb(252,144,255)"
"RN: rgb(254,144,253)"
"III: rgb(254,144,255)"
"MA3: rgb(252,142,255)"
"EW: rgb(254,143,252)"
"IV: rgb(253,144,255)"
"Pa4: rgb(254,141,254)"
"VTN: rgb(252,144,254)"
"AT: rgb(253,144,254)"
"LT: rgb(254,143,254)"
"DT: rgb(255,142,255)"
"MT: rgb(254,143,255)"
"MBsta: rgb(253,143,254)"
"SNc: rgb(255,166,253)"
"PPN: rgb(255,165,253)"
"RAmb: rgb(255,165,255)"
"IF: rgb(255,166,255)"
"IPN: rgb(255,166,254)"
"IPR: rgb(255,164,254)"
"IPC: rgb(255,165,254)"
"IPA: rgb(254,166,254)"
"IPL: rgb(254,165,255)"
"IPI: rgb(254,166,253)"
"IPDM: rgb(254,164,255)"
"IPDL: rgb(253,166,254)"
"IPRL: rgb(254,165,254)"
"RL: rgb(254,166,255)"
"CLI: rgb(255,164,255)"
"DR: rgb(253,166,255)"
"HB: rgb(255,155,135)"
"P: rgb(255,155,136)"
"P-sen: rgb(255,172,109)"
"NLL: rgb(255,172,111)"
"PSV: rgb(255,174,111)"
"PB: rgb(255,173,109)"
"KF: rgb(254,173,110)"
"SOC: rgb(255,174,109)"
"POR: rgb(254,173,111)"
"SOCm: rgb(255,173,110)"
"SOCl: rgb(254,174,110)"
"P-mot: rgb(255,184,134)"
"B: rgb(255,186,134)"
"DTN: rgb(254,185,133)"
"PDTg: rgb(255,185,132)"
"PCG: rgb(255,186,132)"
"PG: rgb(255,184,133)"
"PRNc: rgb(253,186,134)"
"SG: rgb(255,185,134)"
"SUT: rgb(254,186,134)"
"TRN: rgb(254,186,133)"
"V: rgb(254,185,134)"
"P5: rgb(254,184,134)"
"Acs5: rgb(253,186,133)"
"PC5: rgb(253,185,134)"
"I5: rgb(254,185,132)"
"P-sat: rgb(255,193,149)"
"CS: rgb(255,195,147)"
"LC: rgb(253,195,149)"
"LDT: rgb(254,195,149)"
"NI: rgb(254,194,148)"
"PRNr: rgb(255,194,149)"
"RPO: rgb(255,194,148)"
"SLC: rgb(254,195,148)"
"SLD: rgb(254,194,149)"
"MY: rgb(255,155,205)"
"MY-sen: rgb(255,163,210)"
"AP: rgb(255,165,208)"
"CN: rgb(254,165,208)"
"DCO: rgb(254,165,209)"
"VCO: rgb(254,164,210)"
"DCN: rgb(253,163,210)"
"CU: rgb(253,165,208)"
"GR: rgb(254,163,208)"
"ECU: rgb(255,162,210)"
"NTB: rgb(254,163,210)"
"NTS: rgb(253,165,209)"
"SPVC: rgb(253,164,208)"
"SPVI: rgb(253,165,210)"
"SPVO: rgb(255,164,208)"
"Pa5: rgb(253,163,209)"
"MY-mot: rgb(254,178,215)"
"VI: rgb(253,177,217)"
"VII: rgb(255,179,214)"
"ACVII: rgb(253,176,217)"
"AMB: rgb(254,179,217)"
"AMBd: rgb(254,179,214)"
"AMBv: rgb(254,179,216)"
"DMX: rgb(253,177,216)"
"GRN: rgb(254,176,216)"
"ICB: rgb(254,177,216)"
"IO: rgb(255,179,216)"
"IRN: rgb(255,178,216)"
"ISN: rgb(255,178,217)"
"LIN: rgb(255,177,216)"
"LRN: rgb(253,179,216)"
"LRNm: rgb(252,179,215)"
"LRNp: rgb(254,176,217)"
"MARN: rgb(253,178,217)"
"MDRN: rgb(253,178,216)"
"MDRNd: rgb(253,177,215)"
"MDRNv: rgb(255,177,214)"
"PARN: rgb(252,179,217)"
"PAS: rgb(255,178,214)"
"PGRN: rgb(255,176,216)"
"PGRNd: rgb(252,179,216)"
"PGRNl: rgb(252,178,217)"
"PHY: rgb(254,178,217)"
"NR: rgb(255,177,217)"
"PRP: rgb(255,179,215)"
"PPY: rgb(252,178,216)"
"VNC: rgb(252,177,217)"
"LAV: rgb(254,179,215)"
"MV: rgb(255,176,215)"
"SPIV: rgb(254,177,217)"
"SUV: rgb(253,179,214)"
"x: rgb(255,176,217)"
"XII: rgb(254,177,215)"
"y: rgb(253,178,215)"
"MY-sat: rgb(255,198,225)"
"RM: rgb(255,197,226)"
"RPA: rgb(255,198,226)"
"RO: rgb(254,198,226)"
"CB: rgb(240,240,128)"
"CBX: rgb(240,239,128)"
"VERM: rgb(255,250,145)"
"LING: rgb(254,250,145)"
"CENT: rgb(253,251,145)"
"CENT2: rgb(253,250,145)"
"CENT3: rgb(255,252,142)"
"CUL: rgb(254,251,143)"
"CUL4, 5: rgb(252,251,144)"
"DEC: rgb(254,250,144)"
"FOTU: rgb(253,251,144)"
"PYR: rgb(251,252,145)"
"UVU: rgb(255,250,143)"
"NOD: rgb(253,252,143)"
"HEM: rgb(254,249,144)"
"SIM: rgb(253,251,143)"
"AN: rgb(252,252,145)"
"ANcr1: rgb(252,252,144)"
"ANcr2: rgb(252,250,145)"
"PRM: rgb(255,251,142)"
"COPY: rgb(255,249,144)"
"PFL: rgb(255,252,141)"
"FL: rgb(254,249,145)"
"CBN: rgb(240,240,127)"
"FN: rgb(255,252,188)"
"IP: rgb(255,253,188)"
"DN: rgb(255,253,187)"
"VeCB: rgb(254,253,188)"
"fiber tracts: rgb(202,199,203)"
"cm: rgb(200,202,201)"
"von: rgb(202,200,201)"
"In: rgb(204,203,199)"
"onl: rgb(199,203,202)"
"lotg: rgb(204,204,203)"
"lot: rgb(202,200,199)"
"lotd: rgb(202,202,201)"
"aco: rgb(203,203,199)"
"IIn: rgb(203,204,199)"
"bsc: rgb(199,203,203)"
"csc: rgb(201,203,203)"
"och: rgb(203,202,204)"
"opt: rgb(202,204,203)"
"IIIn: rgb(199,204,204)"
"mlf: rgb(203,203,204)"
"pc: rgb(204,202,202)"
"IVn: rgb(200,201,200)"
"Vn: rgb(203,199,203)"
"moV: rgb(204,203,202)"
"sV: rgb(202,202,203)"
"sptV: rgb(200,202,202)"
"VIIn: rgb(204,204,199)"
"gVIIn: rgb(201,204,199)"
"VIIIn: rgb(201,199,202)"
"vVIIIn: rgb(201,202,203)"
"cVIIIn: rgb(202,201,200)"
"tb: rgb(204,199,203)"
"das: rgb(204,203,200)"
"ll: rgb(201,201,203)"
"cic: rgb(203,201,201)"
"bic: rgb(201,200,200)"
"Xn: rgb(199,201,203)"
"ts: rgb(200,202,199)"
"drt: rgb(202,200,202)"
"cett: rgb(204,199,202)"
"dc: rgb(204,200,203)"
"cuf: rgb(202,201,204)"
"ml: rgb(202,204,200)"
"cbf: rgb(201,202,200)"
"cbc: rgb(203,200,202)"
"cbp: rgb(202,200,203)"
"scp: rgb(203,201,203)"
"dscp: rgb(204,199,204)"
"uf: rgb(203,201,200)"
"sctv: rgb(203,199,204)"
"mcp: rgb(204,204,202)"
"icp: rgb(201,201,200)"
"sctd: rgb(201,202,202)"
"arb: rgb(203,201,204)"
"scwm: rgb(201,201,202)"
"lfbs: rgb(199,204,202)"
"cc: rgb(199,201,202)"
"fa: rgb(202,199,204)"
"ec: rgb(200,203,204)"
